id,type,typeName,commodityCode,commodityNameTH,unitName,curMonth,curYear,priceCur,priceVAT,createdAt
4856714,14,พระนครศรีอยุธยา,2001010101600000,สายไฟฟ้า VAF สายแบนแกนคู่ แรงดัน 300  โวลท์ ขนาด 2 x 2.5 ตร.มม. ยาว 90 เมตร  ตราไทยยูเนี่ยน,ม้วน,11,2566,1373.83,,2025-01-27T04:03:34.129043Z
4859200,14,พระนครศรีอยุธยา,2001010101800000,สายไฟฟ้า VAF สายแบนแกนคู่ แรงดัน 300  โวลท์ ขนาด 2 x 2.5 ตร.มม. ยาว 100 เมตร  ตราแสตนดาร์ด,ม้วน,11,2566,1355.14,,2025-01-27T04:03:34.129043Z
4849629,14,พระนครศรีอยุธยา,2001010102600000,สายไฟฟ้า VAF สายแบนแกนคู่  แรงดัน 300  โวลท์  ขนาด 2 x 1.0 ตร.มม.  ยาว  100 เมตร  ตราไทยยาซากิ,ม้วน,11,2566,1401.87,,2025-01-27T04:03:34.129043Z
4851759,14,พระนครศรีอยุธยา,2001020100600000,สายไฟฟ้า VFF  สายแบนอ่อนแกนคู่ แรงดัน 300 โวลท์  ขนาด 2 * 1.5  ตร.มม.  ยาว  100 เมตร  ตราบางกอกเคเบิล,ม้วน,11,2566,934.58,,2025-01-27T04:03:34.129043Z
4852014,14,พระนครศรีอยุธยา,2001020100700000,สายไฟฟ้า VFF  สายแบนอ่อนแกนคู่ แรงดัน 300 โวลท์  ขนาด 2 * 2.5  ตร.มม.  ยาว  100 เมตร  ตราบางกอกเคเบิล,ม้วน,11,2566,1495.33,,2025-01-27T04:03:34.129043Z
4856914,14,พระนครศรีอยุธยา,2001020100800000,สายไฟฟ้า VFF  สายแบนอ่อนแกนคู่ แรงดัน 300 โวลท์  ขนาด 2 * 1.5  ตร.มม.  ยาว  100 เมตร  ตรา ANT,ม้วน,11,2566,831.78,,2025-01-27T04:03:34.129043Z
4852162,14,พระนครศรีอยุธยา,2001020100900000,สายไฟฟ้า VFF  สายแบนอ่อนแกนคู่ แรงดัน 300 โวลท์  ขนาด 2 * 2.5  ตร.มม.  ยาว  100 เมตร  ตรา ANT,ม้วน,11,2566,1252.34,,2025-01-27T04:03:34.129043Z
4857082,14,พระนครศรีอยุธยา,2002010100800000,สายเคเบิล VVF สายแบนแกนคู่ แรงดัน 750 โวลท์  ขนาด 2 x 1.5 ตร.มม. ยาว 100 เมตร  ตราบางกอกเคเบิล,ม้วน,11,2566,1448.6,,2025-01-27T04:03:34.129043Z
4857246,14,พระนครศรีอยุธยา,2002010101000000,สายเคเบิล VVF สายแบนแกนคู่ แรงดัน 750 โวลท์  ขนาด 2 x 2.5 ตร.มม. ยาว 100 เมตร  ตราไทยยาซากิ,ม้วน,11,2566,2149.53,,2025-01-27T04:03:34.129043Z
4854995,14,พระนครศรีอยุธยา,2002010101100000,สายเคเบิล VVF สายแบนแกนคู่ แรงดัน 750 โวลท์  ขนาด 2 x 2.5 ตร.มม. ยาว  100 เมตร  ตราบางกอกเคเบิล,ม้วน,11,2566,2149.53,,2025-01-27T04:03:34.129043Z
4860545,14,พระนครศรีอยุธยา,2002020101300000,สายเคเบิล  THW  สายกลมแกนเดี่ยว  แรงดัน 750 โวลท์  ขนาด 1x1.5 ตร.มม.  ยาว 100 ม.,ม้วน,11,2566,373.83,,2025-01-27T04:03:34.129043Z
